Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
4433,Private Guided Tour Angkor Wat Sunrise Cambodia,Bus Services,,,8,20,"Experience and licensed English Speaking Tour Guide, Transport by air-conditioned minivan, Professional driver with driving license, cool water, Hotel pick up and drop off","Krong Siem Reap, Cambodia"
4434,"Private Tour in Bakong, Koh Ker and Beng Mealea",Full-day Tours,1,5,8,,"Private Minivan & friendly driver, Pick up time 8:30am and Drop off around 5pm, Cold Towels and Cold Waters, English speaking tour guide","Siem Reap, Cambodia"
4435,Private Tour: Phnom Penh City Tour Half Day,Half-day Tours,1,3,4,128.21,"Hotel pickup and drop-off at Phnom Phen City area, Transport by air-conditioned private car, English speaking local guide at the time of sightseeing","Phnom Penh, Cambodia"
4436,Kampot Rural Ride,Full-day Tours,,,6,215.39,"Use of protective riding gear, Motorcycle rental, Water, Fuel surcharge","Tuek Chhou, Cambodia"
4437,Angkor Wat and Small Circuit Temples by Private Transport,Hiking Tours,7,5,8,,"English-speaking driver, Bottled water and cool towel, Hotel pick-up and drop-off, Transport by air-conditioned Car or Minivan","Krong Siem Reap, Cambodia"
4438,Night Market with tuk tuk transport - Apsara Show Dinner & Pubstreet,Adventure Tours,1,1,4,35,"Tuk Tuk for transport, Dinner Apsara Show at local restaurant, Mineral Water, Pickup and from hotel client stay, Dinner, Entry/Admission - Angkor Village Apsara Theatre","Siem Reap, Cambodia"
4439,1 Day City Tour + Countryside Tour in Siem Reap,Hiking Tours,5,5,7,,Private transportation,"Krong Siem Reap, Cambodia"
4440,Private One Day Tour To Preh Vihear Temple,Full-day Tours,,,6,,"Private English Speaking Tour Guide, Private Transportation with A/C, Pure Drinking Water, Hotel pick up & drop-off","Siem Reap, Cambodia"
4441,Half Day A Journey With Local,Full-day Tours,,,4,24,"Bike and helmet, Tour guide, Daily bottle of mineral water, All activities mentioned, All service charge and government tax","Siem Reap, Cambodia"
4442,Private 03 Day Discovery of Cambodian Temples with Sunrise,Multi-day Tours,,,72,205.13,"Private Tour Guide, Private Transportation, Pure Drinking Water, hotel pick up & drop off, Parking Fees","Siem Reap, Cambodia"
4443,Adventure Package Cooking Class,Cooking Classes,1,5,3,49,"Pick up and Drop off, Meals is included","Siem Reap, Cambodia"
4444,Siem Reap local village walking tour,Half-day Tours,,,4,51.29,"Snack, Blessing from the Buddhist monk, Professional guide, Hotel pickup and drop-off, Cold water and cold towel, Private day tour","Siem Reap, Cambodia"
4445,MotoGirl - Day Adventure Tour,Half-day Tours,1,5,4,51.29,"Raincoat (if needed)​​, High quality helmet, Bottled water, Private transportation","Phnom Penh, Cambodia"
4446,A Tuk Tuk Day through the Angkor Realm,Full-day Tours,,,10,105.13,"A full day tour with a professional English-speaking guide., Transportation by open-air Remork with professional driver., All entrance fees for visits as mentioned in the description, All applicable taxes and service charges","Siem Reap, Cambodia"
4447,Siem Reap Hidden Local City Walking Highlight,Hiking Tours,,,3,,"English Speaking Guide, Entry/Admission - Royal Residence, Cool Drinking Water, Local Juice and Small bite of local Snack","Siem Reap, Cambodia"
4448,1 Days Private - Sambo Prei Kuk and Tonlesap lake with guide and transport,Full-day Tours,,,10,185.9,"Speaking Guide (License guide) (1Days Tour) - Private, Air-con Vehicle (Car - Van or Bus) (1Days), Boat Trip at Tonlesap Lake, Mineral Water, Pickup and drop off from hotel client stay (in Siem Reap)","Siem Reap, Cambodia"
4449,3 Days Siem Rap VIP Private Tour with Guide and Entrance Fees,Multi-day Tours,,,72,374.36,"A/C Car, Fuel, All Entrance Fees to the places in the itinerary, English Speaking Tour Guide, Cold Mineral Water, Cold Face Towels","Krong Siem Reap, Cambodia"
4450,Foodie Scooter Tour in Siem Reap,Overnight Tours,,,48,99,"Dinner, Private transportation","Krong Siem Reap, Cambodia"
4451,Phnom Penh to Sihanoukville by Private Car or Minivan,Mountain Bike Tours,,,4,49,"Hotel pickup and drop-off from hotel only (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, Toilet stop, All toll fees","Phnom Penh, Cambodia"
4452,Fullday Angkor Temple including Sunrise Viewing,Full-day Tours,2,5,8,63,"Private transportation, Lunch, Private English Speaking Guide (Other Languages upon requested), All Fees and Taxes","Siem Reap, Cambodia"
4453,5-day Phnom Penh & Siem Reap Angkor Complex Floating village,Multi-day Tours,,,120,672.83,"Accommodation in Double/Twin shared with daily breakfast, Boat trip in Tonle Sap, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle, Breakfast (4), Dinner (2), Lunch (3)","Siem Reap, Cambodia"
4454,Siem Reap Full Day Banteay Srei and Beng Mealea Tour,Full-day Tours,1,5,10,142,"Services of a driver and 4-seater air-conditioned vehicle for 2-8Pax, Service of experienced English-speaking guide during the tour, Water bottle during the tour","Siem Reap, Cambodia"
4455,Angkor Wat 2 Day Grand Tour & Small Tour,Overnight Tours,,,48,,"All local applicable taxes, Free cool & cool towels during touring, Private vehicle by air-conditioned vehicle, Private transportation, English speaking guide","Krong Siem Reap, Cambodia"
4456,3-Day All Angkor Major Temples & Tonle Sap Floating Village,Multi-day Tours,,,72,,"All local applicable taxes, Free cool & cool towels during touring, Private vehicle by air-conditioned vehicle, Private transportation","Krong Siem Reap, Cambodia"
4457,The Lost Temples - Secret Sambor Prei Kuk & Bakan (Preah Khan) Temple Tours,Overnight Tours,,,48,282.06,Lunch,"Krong Siem Reap, Cambodia"
4458,"Private One Day Exploration of Beng Mealea and Kompong Phluk, Tonle Sap Lake",Full-day Tours,,,7,,"Bottled water, Professional guide, Hotel pickup and drop-off, Transport by private vehicle","Siem Reap, Cambodia"
4459,Ruing Temple Beng Mealea & Koh Kei Private Temples Tour,Full-day Tours,,,9,250,"Air-conditioned private car, 02 Bottles of water per guest, English speaking tour guide, Picnic lunch box","Siem Reap, Cambodia"
4460,Full-Day Temples of Angkor Small Group Tour - Free Hotel Pick up,Adventure Tours,,,8,16,"Hotel pickup and drop-off, licensed and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Local tax","Siem Reap, Cambodia"
4461,Battambang Excursion from Siem Reap,Overnight Tours,1,4,48,217.95,"All land transportation by private, air-con vehicle, One night at a 3-star hotel in Battambang with breakfast, Experienced ENGLISH speaking guide for Battambang sightseeing, Mineral water and cold tissues on tours, Breakfast","Siem Reap, Cambodia"
4462,Full Day Angkor Wat Complex Small Group Tour,Full-day Tours,,,12,220,"English Speaking Tour Guide, Air-con vehicle, Free Bottles of Water & Cool Towels, Hotel pick up and drop off","Krong Siem Reap, Cambodia"
4463,Phnom Penh to Siem Reap with Homestay at Sambor Preikuk or Vice Versa,Overnight Tours,1,5,48,285.9,"Breakfast, Dinner, One night homestay with dinner and breakfast, Experienced ENGLISH speaking guide, Boat trip to floating Village in Kampong Kleang, Mineral water and cold tissues on tours, Bottled water, Coffee and/or Tea","Phnom Penh, Cambodia"
4464,8-Day Cambodia Trip to Angkor Heritage and Colonial Towns,Hiking Tours,,,182,1879,"Dinner, Hotel accommodation based on twin-sharing room, Private driver and air-conditiopned vehicle, English-speaking tour guide, Economy class airfare of Phnom Penh - Phnom Penh., Lunch (5), Breakfast (7)","Krong Siem Reap, Cambodia"
4465,"Jeep Tour - Kulen Mountain (Waterfall, Reclining Buddha & Thousand Linga River)",Full-day Tours,,,7,135,"English speaking guide, Round trip by ex-US military jeep, Cold drinking water, Cold towels, Lunch","Siem Reap, Cambodia"
4466,Private Taxi Phnom Penh To Kep Overland Transfer,Airport & Hotel Transfers,,,2,51,"Gasoline, Tolls, Parking, Passenger Insurance, Private safe drivers","Phnom Penh, Cambodia"
4467,Best of Angkor Temples 3 Days Private Tour from Siem Reap,Multi-day Tours,,,72,217,"Bottled water, Free pickup and drop-off at city hotels, Professional English-speaking tour guide, Sightseeing as specified in the description, Transportation by air-conditioned vehicle","Siem Reap, Cambodia"
4468,4-day Siem Reap deep into Angkor complex,Multi-day Tours,,,96,431.8,"Dinner, Accommodation in Double/Twin shared with daily breakfast, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle, Breakfast (3), Lunch (2)","Krong Siem Reap, Cambodia"
4469,Full-Day Koh Ker & Beng Mealea Join-in Tour from Siem Reap,Full-day Tours,,,8,46.16,"2 Bottles of Cold Drinking Water., Pick-up & Drop-off at your Hotel., English Speaking Tour Guide., Air-conditioned Van/Mini Bus","Siem Reap, Cambodia"
4470,Full-day Ankgor Wat & Banteay Srei Excursion,Hiking Tours,,,6,45,"Pick up and drop off by air condition transportation, Drinking water and cool towel during trip, English Speaking Tour Guide","Siem Reap, Cambodia"
4471,Angkor Wat Sunrise Tour,Bus Tours,14,5,7,53.28,"A tour of Angkor Wat and nearby Temples, Hotel pick-up and drop off (if requested), Professional English-speaking guide, Bottled water & Cold Towels, Transport by your chosen vehicle","Siem Reap, Cambodia"
4472,4-Day Full Trip at Angkor Temples,Multi-day Tours,,,96,200.03,"Airport pick-up and transfer, Experienced English speaking guide, Boat trip, Entrance fee to the floating village, Air-conditioned vehicle, Cool water and towels","Siem Reap, Cambodia"
4473,Preah khan Ta Som Pre Rup Private bike Tour,Mountain Bike Tours,,,10,58.47,"Standard Bikes, English speaking tour guide with license, Cold bottles of water, Gratuity is recommended, All parking fees","Siem Reap, Cambodia"
4474,Private Kompong Pluk Floating Village Half day from Siem Reap,Half-day Tours,,,5,56.42,"Professional English Speaking Guide, Tuk Tuk and Licensed driver, Cold bottle of water and clean cold towels, Gratuity is recommended, boat ticket","Siem Reap, Cambodia"
4475,Kulen Waterfall & Kbal Spean Tour,Full-day Tours,2,5,10,,"Hotel pick-up and drop off (if requested), Professional English-speaking guide (Join-in Option Only), Transport by your chosen vehicle, Kulen entrance ticket (Join-in Tours only), Bottled water & Cold towels","Siem Reap, Cambodia"
4476,Preah Vihea x Koh Ker !! Private car charter Full day SiemReap 8h,Private Drivers,,,8,,"Air-conditioned vehicle, Fuel surcharge, Parking Fees, Private transportation","Krong Siem Reap, Cambodia"
4477,Kulen Elephant Safari,Full-day Tours,,,8,120,"Transportation by Mini Van pickup and drop off from office, Local English Speaking Guide, Cool Water, Local Lunch","Siem Reap, Cambodia"
4478,Private 18-Day Explore Cambodia Angkor Temple Seaside Small Group,Multi-day Tours,,,1182,3000,"Accommodations, English Tour Guide, Air-Con Vehicle, All entrance fees, Breakfast (17), Dinner (2)","Phnom Penh, Cambodia"
4479,3 Day Discovery of Angkor Wat & Kulen National Park,Multi-day Tours,2,5,72,,"English Speaking Guide 1days, Private vehicle by air-conditioned vehicle, Free cool & cool towels during touring, All local applicable taxes","Krong Siem Reap, Cambodia"
4480,Angkor Highlights and Sunset Small Group,Full-day Tours,1,5,11,24,"Bottled water and towel, Free pickup and drop-off at city hotels, Professional English-speaking tour guide, Sightseeing as specified in the description, Transportation by air-conditioned vehicle","Siem Reap, Cambodia"
4481,Angkor Wat Sunrise and Siem Reap temples in small group,National Holidays,,,7,30,"Air-conditioned vehicle, English Speaking Guide, Free cool & cool towels during touring, All local applicable taxes","Krong Siem Reap, Cambodia"
4482,4 Days Cambodia Holiday (Phnom Penh & Siem Reap),Multi-day Tours,,,96,475,"Dinner, Angkor 1 day pass, Services of an English Speaking Local Guide, Lunch (2)","ភ្នំពេញ, Cambodia"
4483,Special Privately Tour At Angkor World Heritage For Three Day,Multi-day Tours,2,5,72,224.36,"Professional English Speaking Tour Guide, Licensed Driver with A/C Car or Minivan, Good Quality Mineral Water","Svay Dangkum, Cambodia"
4484,Temple Classic Tour-Small circuit tour of Angkor Archaeological Park-Siem Reap,Full-day Tours,3,5,8,,"Air-conditioned vehicle, Bottled water and cool towel, pick up and drop off, Parking Fees, Licensed English Speaking Tour guides","Siem Reap, Cambodia"
4485,2-Day Angkor Wat Small and Big Circuit,Hiking Tours,,,48,265,"Pick-up and drop-off hotel in Siem Reap, Air-conditioned vehicle with driver, Professional English Speaking Tour guide, Drinking water & cool towel during trip, Temples pass for 2-day : 62USD/person, Gratuities","Siem Reap, Cambodia"
4486,1 day Angkor Archaeological Tour with Zip-Line Experience,Adventure Tours,,,24,225,"Air-conditioned vehicle, Service of English speaking tour guide, Water bottles and cold towel during the tour, Service of hotel pick up and drop off, 1 Day Angkor Wat Temple Ticket, Angkor Zipline Eco-Adventure fee, Lunch at local restaurants close to the temple.","Siem Reap, Cambodia"
4487,Siem Reap Countryside & Floating Village ( Meychrey),Full-day Tours,1,5,5,55.13,"English-speaking Tour Guide, Transportation ( AC car or minivan or minibus), Bottles of drinking cold Water, Cruise ride & entrance fee to floating village","Siem Reap, Cambodia"
4488,Private Angkor Wat Sunrise & Angkor Complex by English Speaking Minivan Driver,Private Drivers,10,5,8,,"Air-conditioned vehicle, Parking Fees, English Speaking Driver, Cool Water and cool Towels, Private, comfortable and hassle free","Siem Reap, Cambodia"
4489,Private Guide Two Days Trip of Angkor Wat Park - Banteay Srei Temples Tours,Overnight Tours,,,48,135,"Private English Speaking tour guide, Air-con transports, Gasoline, Tool, Parking, Cold bottles of water during tour, Passenger insurance included","Siem Reap, Cambodia"
4490,Biking the Angkor Temples,Mountain Bike Tours,,,10,196.16,"A full-day tour with a professional English-speaking guide, Use of a well-maintained bicycle during the tour, complete with helmet, All entrance fees for visits as mentioned in the description., Day pass to the Angkor temples, All applicable taxes and service charges, Lunch at a local restaurant is included (food only)","Siem Reap, Cambodia"
4491,Best Full-Day Temples with sunset,Full-day Tours,,,10,23,"Hotel pickup and drop-off, Lenienced and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Sunset at ruin temple, Local tax","Siem Reap, Cambodia"
4492,3 Days Treasure of Angkor WithLocal Tour Guide from Siem Reap,Multi-day Tours,,,72,155,"Pick up & drop off at hotel, All local Applicable taxes, English Speaking Guide with licensed, Cool water and Cool towel","Krong Siem Reap, Cambodia"
4493,"4-Day Angkor, Kulen, Tonle Sap, Banteay Srei & Beng Mealea Tour",Multi-day Tours,1,5,96,224.71,"Fee for motorized boat, Hotel pickups and Dropoffs, Cold Towels, Cold bottled water, Air-conditioned vehicle, Private transportation","Svay Dangkum, Cambodia"
4494,All-Inclusive Private Angkor Full-Day Jeep Tour,Adventure Tours,,,8,117.95,"Private Transportation by US Army Jeep, Hotel Pick-Up & Drop-Off, One day Angkor Temple Pass (US$37/person), child under 12 years old is free, Drinks & Snack, Lunch, Gasoline, Cold Water & Towel","Krong Siem Reap, Cambodia"
4495,1 Day- Angkor Wat Small Circuit Tour & English Tour Guide,Full-day Tours,,,8,15,"Professional English Speaking Tour Guide, All local applicable taxes, Free cool & cool towels during touring","Krong Siem Reap, Cambodia"
4496,Explore 1000 Lingas Carving & Waterfall Phnom Kulen Private Experience,Full-day Tours,,,6,119.8,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Siem Reap, Cambodia"
4497,Battambang bat cave Sunset Private Tour,Full-day Tours,,,10,51.29,"guided Driver and TUk TUk, Cold bottles of water, pick up and drop off, Gratuity is recommended","Battambang, Cambodia"
4498,"Siem Reap Tour Guide ( VIP Private Sunrise Tour, Angkor Wat, Bayon & Ta Prohm )",Half-day Tours,3,5,6,15,"All local applicable taxes, English speaking tour guide if your package including them, Cold water during touring","Krong Siem Reap, Cambodia"
4499,Beng Mealea and Floating Village Tour,Full-day Tours,,,6,141.03,"Transport, English-Speaking Tour Guide, Cold Water, Cool Towels, Boat Fee","Siem Reap, Cambodia"
4500,Ultimate Evening Street Food Inclusive 10 Tastings,Dining Experiences,,,3,49,"English guide, Pickup and drop-off, snacks and drinks (10 tastings)","Siem Reap, Cambodia"
4501,Phnom Penh 2 Days Tours of Perfect Itinerary,Overnight Tours,5,5,48,99,"Hotel Pick Up and Drop Off by private transfer, Tours with professional English speaking license Tour Guide, All private transfer with air-con vehicle in the tours itinerary, All Sightseeing fees as mentioned in the tours itinerary, All services charge and current government VAT tax","Phnom Penh, Cambodia"
4502,Preah Vihear Temple Tour,Full-day Tours,,,7,230,"English Speaking Guide, Cold Towel and Bottle of Water, Air-conditioned vehicle","Krong Siem Reap, Cambodia"
4503,3-Days Angkor Wat Temple And Tonle Sap lake,Multi-day Tours,1,5,72,188,"Private luxury car, English speaking guide, Cool drinking water, Boat ticket included, Kulen waterpark ticket pass","Siem Reap, Cambodia"
4504,Angkor Grand Circuit Temples Tour,Full-day Tours,3,5,8,47.44,"English-Speaking Tour Guide, Transportation ( AC car or minivan or minibus, Bottles of Cold drinking Water","Siem Reap, Cambodia"
4505,"5-Day Discovery of Angkor Temple, Preah Vihear & Koh Ker Group",Multi-day Tours,4,5,120,384.62,"Vaccinated English speaking tour guide with license, Vaccinated experienced driver, Private vehicle with air-conditioning ( Car or Minivan), Free cool water and towels during your trip","Siem Reap, Cambodia"
4506,Hidden Local City Walking Highlight in Siem Reap,Hiking Tours,,,3,,"All Fees and Taxes, English Speaking Guide, Entry/Admission - Psar Chaa - Old Market, Entry/Admission - Royal Residence, Entry/Admission - EFEO Siem Reap, Cool Drinking Water, Local Juice and Small bite of local Snack","Siem Reap, Cambodia"
4507,"Kbal Spean, Banteay Srei and Banteay Samre Day Trip from Siem Reap",Full-day Tours,,,8,76.93,"All taxes, fees and handling charges, Lunch, Hotel pickup and drop-off, Transport by private vehicle, Private tour","Siem Reap, Cambodia"
4508,Phnom Penh city tour full day (Private tour),Full-day Tours,,,9,88,"Private English speaking guide (licensed guide), Air-conditioned private car, 03 Bottled water and wet tissues, Sunset cruise fee (shared boat), Hotel pickup and drop-off","Phnom Penh, Cambodia"
4509,food & drink &shopping tour in Phnom Penh 12:00pm～12:00am(4hour tour ),Wine Tastings,,,4,,Gratuities,"Phnom Penh, Cambodia"
4510,Lunch with an English-Speaking Local,Dining Experiences,6,5,3,21.54,"Lunch, Private transportation","Siem Reap, Cambodia"
4511,3-day Siem Reap Angkor Complex & Handicraft Village,Multi-day Tours,,,72,294.36,"Accommodation in Double/Twin shared with daily breakfast, Dinner, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle, Lunch (2), Breakfast (2)","Krong Siem Reap, Cambodia"
4512,"Private One Day Tour to Beng Melea, Koh Ke and Preh Vihear Temples",Full-day Tours,,,9,,"Bottled water, PrivateTour guide, Hotel pickup and drop-off, Private Transportation","Siem Reap, Cambodia"
4513,3 Days Kampot & Kep Escape,Multi-day Tours,,,72,653.34,"Lunch, Accommodation 2 nights stay at Veranda Nature Resort in Kep or Similar, Private transportation by modern air-conditioned vehicle – Toyota, Honda or Ford, Sightseeing as specified in the itinerary including entrance fees, Professional Licensed English Speaking guide, Boat cruise as specified in the programmed, Meals as specified in itinerary (2 breakfast & 1 lunch), 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge, Breakfast (3)","Phnom Penh, Cambodia"
4514,Phnom Penh City Exploration Private Tour With Sunset Cruise,Full-day Tours,1,5,9,225,"1-hour Sunset cruising along the Mekong river during the tour, Service of airconditioned vehecle with Insurance, Service of an English-speaking guide during the tour, Water bottle during the tour program","Phnom Penh, Cambodia"
4515,Cooking Class By Borei Angkor,Cooking Classes,1,5,4,76.93,"Cooking tools and equipment, Grocery Expenses, Three Gourmet Meal, Bottled water","Krong Siem Reap, Cambodia"
4516,"2-Day Private Guided Tour to Beng Mealea, Koh Ker and Preah Vihear",Overnight Tours,,,48,488,"Lunch, Breakfast, Professional Licensed English Speaking guide, Accommodation included Stay 1 night at the Preah Vihear Boutique Hotel, Private transportation by modern air-conditioned vehicle, Sightseeing as specified in the itinerary including entrance fees, Meals as specified in itinerary (1 lunch & 1 breakfast), Bottles of mineral water per person while sightseeing and transfers, Included admission fee to visit the temples in Archaeological Park Beng Mealea, Koh Ker & Preah Vihe, VAT and all taxes and service charge","Siem Reap, Cambodia"
4517,Phnom Penh Highlights,Overnight Tours,,,48,260.77,"Food and drinks (morning teas, lunches, bottled water), Driver, Transport, Professional guide, Offering at Temple, Hotel pickup, Lunch (2)","Phnom Penh, Cambodia"
4518,one day small circuit tour sunrise with Lunch plus Massage 60min,Half-day Tours,,,6,72.87,"Private transportation, Water and Cool Towel, English Speaking Guide, Lunch, Bodia Classic 60 min Massage, Tuk Tuk Driver","Siem Reap, Cambodia"
4519,Full-Day Angkor Wat Sunrise Private Tour with Guide,Half-day Tours,,,6,15,"Professional English Speaking Guide, Hotel pickup/drop-off, Cold Water & Cold Towel on Trip","Krong Siem Reap, Cambodia"
4520,Private Two Day Trip in Phnom Penh,Overnight Tours,,,48,,"Private English Speaking Tour Guide, Private Transportation with A/C, Pure Drinking Water","Phnom Penh, Cambodia"
4521,All-Inclusive Private Jeep Tour to Kulen Mountain,Full-day Tours,,,8,118.98,"Drinks & Snack, Private English Speaking Tour Guide, Kulen National Park Entrance Fee ($12), Gasoline, Meals, Private Transportation by US Army Jeep, Cold Water & Towel","Krong Siem Reap, Cambodia"
4522,Private Tour: Phnom Kulen & Roluos Temples Tour,Full-day Tours,,,9,220,"Private air-conditioned vehicle, 02 Bottles of water per guest, English speaking tour guide, Lunch, Phnom Kulen admission","Siem Reap, Cambodia"
4523,"Angkor Wat Discovery 4 Days & Remote Temple Beng Mealea,Kbal Spean",Multi-day Tours,,,96,,"English speaking guide, Free cool & cool towels during touring, Private vehicle by air-conditioned vehicle","Krong Siem Reap, Cambodia"
4524,Siem Reap Quad Bike Countryside Tour for 1 hour & 30 minute driving,Adventure Tours,,,6,56.25,"Helmet and facemask, Safety driving, briefing, and training, Quad Bike Polaris Trailboss 330 with guide who show you the way","Siem Reap, Cambodia"
4525,Private One Day Tour to Sambor Prei Kuk Group ( World Heritage Site ),Full-day Tours,,,8,,"Private Tour Guide, Private Transportation, Pure Drinking Water, hotel pick up & drop off","Siem Reap, Cambodia"
4526,One Day Private Guide Tour to Prek Toal Biosphere - All Inclusive,Full-day Tours,,,8,213.34,"Professional Licensed English Speaking guide, Boat cruise as specified in the programmed, Private transportation by modern air-conditioned vehicle, Sightseeing as specified in the itinerary including entrance fees, Meals as specified in itinerary (1 lunch), 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge, Included admission fee to visit the Prek Toal Biosphere","Siem Reap, Cambodia"
4527,"Best of Kep, Kampot from Sihanoukville Cruise Port/Phnom Penh",Full-day Tours,1,5,8,151.29,"Sihanoukville Cruise Port or Hotel pickup and drop-off, Local English Speaking Guide through out the tour, Shared air conditioned vehicle on tour, Cold bottled waters on tours, Group Tour (this tour you will join with other people), All entrance fees","Krong Stueng Saen, Cambodia"
4528,Preah Vihear Temple 1-Day Tour,Full-day Tours,,,10,141.03,"English Speaking Tour Guide, Transportation: Car or Van, Cold pure drinking water and cold towel during temple trip., Free hotel pick up in the Siem Reap area.","Siem Reap, Cambodia"
4529,Half Day Private Tour: Rolous Group,Half-day Tours,,,4,,"Private Tour Guide, Private Transportation, Pick-up & Drop-off, Pure Drinking Water","Siem Reap, Cambodia"
4530,Kun Khmer Cambodian Countryside Tour,Mountain Bike Tours,,,5,30.72,"Bottled water, Use of bicycle, Boxing gloves, English Speaking Tour Guides and Trainers","Krong Siem Reap, Cambodia"
4531,Two Days Angkor Historical and Kulen Mountain Waterfall,Overnight Tours,3,5,48,,"Air-conditioned vehicle, Private transportation, Parking Fees, English speaking tour guide","Svay Leu, Cambodia"
4532,Angkor Wat Sunrise Private Tour,Adventure Tours,,,8,49,"Experienced and licensed English Speaking Tour Guide, Air-conditioned vehicle, Bottled water, Hotel Pick up and Drop Off","Siem Reap, Cambodia"
4533,Tonle Sap Joined in Tour Sunset Cruise from Siem Reap,Half-day Tours,4,5,4,35,"Fully vaccinated English speaking tour guide, Transport with A/C (Minivan/Minibus), Hotel pick-up and drop off, Entrance fee + Boat ride, Cool bottle of water plus 1 beer & towels during tour","Siem Reap, Cambodia"
4534,Sihanoukville Full Day City Tour with Transportation & English-Speaking Guide,Ports of Call Tours,,,7,85,"Air-conditioned vehicle, Coffee and/or Tea, Lunch, Bottled water, All Fees and Taxes","Kâmpóng Saôm, Cambodia"
4535,Kulen mount waterfall 1000 Shiva Lingas Tour by Join-in,Hiking Tours,,,7,64.62,"Professional English Speaking guide, Entry fee for Kulen Mountain, Pick up and drop off from hotel, Cool bottle of water and cold towel, air conditioned min van or mini bus, Note: we use motor bike for one pax per day, 3 pax with Lexus and 4 by min van","Siem Reap, Cambodia"
4536,Private Countryside with Buffalo Cart tour - Half Day,Adventure Tours,,,4,44,"Experienced English-speaking tour guide, Hotel pickup and drop-off, villages walk and interact with local people, Bottled water","Siem Reap, Cambodia"
4537,Whole day Out-Side activity by King Rock,Full-day Tours,,,8,,"Pick up & drop off, Private AC car/minivan, cool towel & water, Driver & Guide","Krong Siem Reap, Cambodia"
4538,Angkor Wat Tour Full Day- Private Tour,Full-day Tours,1,5,8,25,"Air-condition Vehicle, Bottle Of Water, English Speaking Tour Guide, Hotel Pick up and Drop Off","Siem Reap, Cambodia"
4539,Siem Reap Bonteay Srie Grand Tour by Join-in,Full-day Tours,,,7,40.98,"Professional English Speaking guide, hotel Pick(7:30 to 8:25), Hotel drop off, Cold battles of water, cold towels, air conditioned mini bus","Siem Reap, Cambodia"
4540,Angkor Wat & Tonle Sap Lake Full day Tour,Full-day Tours,,,8,,"Private transportation, English speaking driver, Parking fee/ tolls and petrol, Free pick up from hotel and drop off at the town","Siem Reap, Cambodia"
4541,One Private Full Day Guided Tour to Angkor Wat,Full-day Tours,,,8,66.67,"A/C Car, Fuel, English Speaking Tour Guide, Cold face towel, Cold Mineral Water","Krong Siem Reap, Cambodia"
4542,Siem Reap Angkor Wat Small Tour Sunset by Join-In,Full-day Tours,,,9,26.9,"Professional English Speaking guide, bottle of water and cold towels, Hotel pick up and drop off, air-conditioner vehicle, Note: we use 1 pax by motor bike, 3 pax by tuk tuk and 4 by mini van per day booking, helmet for motor bike by sitting behind the driver","Siem Reap, Cambodia"
4543,Angkor Wat Sunrise Private Tour,Adventure Tours,,,8,48,"Experienced and licensed English Speaking Tour Guide, Air-conditioned vehicle, Bottled water, Hotel Pick up and Drop Off","Siem Reap, Cambodia"
4544,Private: Angkor Wat Full Day Guided Visit,Bus Tours,25,5,8,76.93,"Professional licensed guide, Hotel pickup and drop off, Private tour, Transport by aircon private vehicle, snacks and refreshment, Fuel surcharge, Bottled water","Siem Reap, Cambodia"
4545,Private 05 Day Tour Siem Reap & Phnom Penh,Multi-day Tours,,,120,,"Private English Speaking Tour Guide, Private Transportation with A/C, Pure Drinking Water, Hotel Pick up & drop off","Siem Reap, Cambodia"
4546,Private One Day Adventure to Beng Mealea and Kompong Khleang,Full-day Tours,,,7,,"Bottled water, Professional guide, Hotel pickup and drop-off, Private tour, Fuel surcharge","Siem Reap, Cambodia"
4547,Transport (Poipet Border to Bangkok Hotel),Airport & Hotel Transfers,,,5,,"Air-conditioned vehicle, Private transportation","Krong Poi Pet, Thailand"
4548,Private Three Day Trip in Siem Reap,Multi-day Tours,,,72,,"Private Transportation with A/C, Private English Speaking Tour Guide, Pure Drinking Water, Hotel pick up & drop-off","Siem Reap, Cambodia"
4549,Ruined Temple Discovery Tour,Full-day Tours,,,9,216,"Air-conditioned private car, English speaking tour guide, 02 Bottles of water per guest, Lunch","Siem Reap, Cambodia"
4550,3-Day Angkor Temples Exploration Tour,Multi-day Tours,,,72,125.21,"Air-conditioned vehicle, Cool water and towels, Experienced English speaking guide, Pick up & drop off from / at your hotel, Boat trip, Airport pick-up and transfer","Siem Reap, Cambodia"
4551,Private Angkor 2 Day Tours,Overnight Tours,1,5,48,100,"English Speaking Tour Guide, Private transportation, Bottled water","Krong Siem Reap, Cambodia"
