,Unnamed: 0,Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
4537,4537.0,4538.0,Angkor Wat Tour Full Day- Private Tour,Full-day Tours,1.0,5.0,8.0,25.0,"Air-condition Vehicle, Bottle Of Water, English Speaking Tour Guide, Hotel Pick up and Drop Off","Siem Reap, Cambodia"
4538,4538.0,4539.0,Siem Reap Bonteay Srie Grand Tour by Join-in,Full-day Tours,29.4,4.6,7.0,40.98,"Professional English Speaking guide, hotel Pick(7:30 to 8:25), Hotel drop off, Cold battles of water, cold towels, air conditioned mini bus","Siem Reap, Cambodia"
4539,4539.0,4540.0,Angkor Wat & Tonle Sap Lake Full day Tour,Full-day Tours,6.6,5.0,8.0,41.51,"Private transportation, English speaking driver, Parking fee/ tolls and petrol, Free pick up from hotel and drop off at the town","Siem Reap, Cambodia"
4540,4540.0,4541.0,One Private Full Day Guided Tour to Angkor Wat,Full-day Tours,7.0,4.6,8.0,66.67,"A/C Car, Fuel, English Speaking Tour Guide, Cold face towel, Cold Mineral Water","Krong Siem Reap, Cambodia"
4541,4541.0,4542.0,Siem Reap Angkor Wat Small Tour Sunset by Join-In,Full-day Tours,2.2,4.6,9.0,26.9,"Professional English Speaking guide, bottle of water and cold towels, Hotel pick up and drop off, air-conditioner vehicle, Note: we use 1 pax by motor bike, 3 pax by tuk tuk and 4 by mini van per day booking, helmet for motor bike by sitting behind the driver","Siem Reap, Cambodia"
4542,4542.0,4543.0,Angkor Wat Sunrise Private Tour,Adventure Tours,6.6,4.6,8.0,48.0,"Experienced and licensed English Speaking Tour Guide, Air-conditioned vehicle, Bottled water, Hotel Pick up and Drop Off","Siem Reap, Cambodia"
4543,4543.0,4544.0,Private: Angkor Wat Full Day Guided Visit,Bus Tours,25.0,5.0,8.0,76.93,"Professional licensed guide, Hotel pickup and drop off, Private tour, Transport by aircon private vehicle, snacks and refreshment, Fuel surcharge, Bottled water","Siem Reap, Cambodia"
4544,4544.0,4545.0,Private 05 Day Tour Siem Reap & Phnom Penh,Multi-day Tours,8.2,5.0,120.0,429.07,"Private English Speaking Tour Guide, Private Transportation with A/C, Pure Drinking Water, Hotel Pick up & drop off","Siem Reap, Cambodia"
4545,4545.0,4546.0,Private One Day Adventure to Beng Mealea and Kompong Khleang,Full-day Tours,6.4,4.6,7.0,86.9,"Bottled water, Professional guide, Hotel pickup and drop-off, Private tour, Fuel surcharge","Siem Reap, Cambodia"
4546,4546.0,4547.0,Transport (Poipet Border to Bangkok Hotel),Airport & Hotel Transfers,6.4,4.6,5.0,83.366,"Air-conditioned vehicle, Private transportation","Krong Poi Pet, Thailand"
4547,4547.0,4548.0,Private Three Day Trip in Siem Reap,Multi-day Tours,10.2,5.0,72.0,372.146,"Private Transportation with A/C, Private English Speaking Tour Guide, Pure Drinking Water, Hotel pick up & drop-off","Siem Reap, Cambodia"
4548,4548.0,4549.0,Ruined Temple Discovery Tour,Full-day Tours,7.8,5.0,9.0,216.0,"Air-conditioned private car, English speaking tour guide, 02 Bottles of water per guest, Lunch","Siem Reap, Cambodia"
4549,4549.0,4550.0,3-Day Angkor Temples Exploration Tour,Multi-day Tours,8.4,5.0,72.0,125.21,"Air-conditioned vehicle, Cool water and towels, Experienced English speaking guide, Pick up & drop off from / at your hotel, Boat trip, Airport pick-up and transfer","Siem Reap, Cambodia"
4550,4550.0,4551.0,Private Angkor 2 Day Tours,Overnight Tours,1.0,5.0,48.0,100.0,"English Speaking Tour Guide, Private transportation, Bottled water","Krong Siem Reap, Cambodia"
4551,4551.0,4552.0,Private Tour-Angkor Complex Discovery,Mountain Bike Tours,2.0,5.0,8.0,49.0,"Licensed English Speaking Tour Guide, Transportation by Tuk Tuk, Hotel pick and Drop-off, Cold Mineral waters, Cold towels","Siem Reap Province, Cambodia"
4552,4552.0,4553.0,Private Night Food Tour In Siem Reap,Culinary Tour,1.0,3.0,3.0,48.72,"Dinner (6 dishes), All drink, Pick up and drop off, Private tour, Dinner, Snacks, Bottled water, Alcoholic Beverages, English Speaking Guide","Siem Reap, Cambodia"
4553,4553.0,4554.0,Discover Angkor Wat Complex and Cambodia's Villages - 2 Days,Overnight Tours,31.0,5.0,48.0,106.126,"Air-conditioned SUV Car or Air-conditioned Mini Van, English Speaking Tour Guide, Cold drinking water and cold Towels","Siem Reap, Cambodia"
4554,4554.0,4555.0,"Beng Mealea temple, Phnom Kulen and 1000 Linga River Small Group Tour",Full-day Tours,3.0,5.0,7.0,129.0,"Hotel pickup and drop-off, Shared air-conditioned vehicle during tours, Local live English Speaking Guide, Cold bottled water during tour","Siem Reap, Cambodia"
4555,4555.0,4556.0,9-day highlights of Siem Reap Angkor Complex & Phnom Penh,Multi-day Tours,9.6,5.0,216.0,1220.52,"Air-conditioned vehicle, Accommodation in Double/Twin shared with daily breakfast, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Breakfast (8), Lunch (6), Dinner (2)","Krong Siem Reap, Cambodia"
4556,4556.0,4557.0,Battambang Cycling Tour,Full-day Tours,29.2,4.6,6.0,24.0,"High quality imported mountain bike, local guide, water snacks, Snacks","Battambang, Cambodia"
4557,4557.0,4558.0,Private Angkor Small Day Tour,Bus Tours,29.2,4.6,7.0,45.0,"English speaking tourist guide, Hotel pick up and drop off, Private transportation, Cool hand towels, Bottled water","Siem Reap, Cambodia"
4558,4558.0,4559.0,Unforgettable Sunrise In Angkor Wat,Full-day Tours,29.6,4.6,8.0,83.34,"Tour Guide, Driver, AC Vehicle, Cold water during the trip.","Krong Siem Reap, Cambodia"
4559,4559.0,4560.0,Explore Beng Mealea and Banteay Srei,Full-day Tours,10.4,5.0,10.0,179.7,"A professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., All applicable taxes and service charges, One-day Angkor entrance pass, Lunch at a local restaurant (food only)","Siem Reap, Cambodia"
4560,4560.0,4561.0,"4-Day tour:Discover temples Of Angkor, Koh Ker, Beng Mealea & Tonle Sap",Multi-day Tours,2.0,5.0,96.0,215.0,"Official English speaking tour guide, Experienced & safe driver, Private vehicle by air-conditioned vehicle, Free cool water and towels during tour","Siem Reap, Cambodia"
4561,4561.0,4562.0,Private Tour Angkor Wat One Day - Banteay Srey (37Km),Full-day Tours,3.0,5.0,7.0,81.34,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, English speaking tour guide, Mineral drinking water and cold handkerchief","Siem Reap, Cambodia"
4562,4562.0,4563.0,4-Days Phnom Penh-Siem Reap Tours,Multi-day Tours,9.8,5.0,96.0,767.18,"Lunch, Accommodation 3 nights with 4* hotel including breakfast, Private English speaking tour guide in Phnom Penh & Siem Reap, Private transportation in Phnom Penh & Siem Reap, All Entrance fees are mentioned, Bottle of water during the trip, Breakfast (3)","Phnom Penh, Cambodia"
4563,4563.0,4564.0,Siem Reap Countryside Half-Day Shared Tour,Adventure Tours,139.0,5.0,6.0,39.0,"Professional local English speaking guide, Bicycle and helmet, Local snacks and fruit, Bottled water","Krong Siem Reap, Cambodia"
4564,4564.0,4565.0,Private TUK-TUK Tour: Angkor wat + Lady Temple,Full-day Tours,29.4,5.0,8.0,45.94,"Private transportation, English speaking driver with license, Cool pure drinking water and towels, Free pick up at hotel and drop off at the town.","Krong Siem Reap, Cambodia"
4565,4565.0,4566.0,Siem Reap Guided Day Trip to Local Village and Cooking Class,Cooking Classes,1.0,5.0,4.0,29.0,"Experienced local host/chef, Hotel pickup and drop-off by tuk tuk, Ingredients, 4-course meal, Cool bottled of water","Siem Reap, Cambodia"
4566,4566.0,4567.0,"Exploring Koh Ker, the most beautiful pyramid temple in Cambodia",Full-day Tours,29.4,5.0,7.0,45.94,"English Speaking Tour Guide, Transportation, Cold water","Krong Siem Reap, Cambodia"
4567,4567.0,4568.0,Three-wheeled exploration of the Angkor temples,Full-day Tours,29.2,4.6,10.0,57.7,"A professional English-speaking guide., Transportation by tuk tuk / remork, inclusive of return hotel transfers, All applicable taxes and service charges, Lunch at a local restaurant is included (food only)","Siem Reap, Cambodia"
4568,4568.0,4569.0,Temple Tour including Angkor Wat & Floating Village,Full-day Tours,29.2,4.6,7.0,55.0,"Professional English Speaking Tour Guide, All Local Applicable Taxes, Cold Water during tour, Hotel Pick Up & Drop off","Krong Siem Reap, Cambodia"
4569,4569.0,4570.0,Angkor Explorer Inclusive lunch at the local house,Multi-day Tours,1.0,5.0,7.0,49.0,"Hotel pickup and drop-off, English Speaking Tour guide, Bottled water, Local snacks and fruits, An air-conditioned vehicle, Lunch at local house","Siem Reap, Cambodia"
4570,4570.0,4571.0,Phnom Penh sightseeing Tour And Gun shooting range tour,Adventure Tours,29.2,5.0,6.0,86.41799999999999,Private transportation,"Phnom Penh, Cambodia"
4571,4571.0,4572.0,Kulen waterfall 1000 Shiva lingas Tour,Full-day Tours,2.8,4.5,9.0,115.39,"English speaking tour guide with license, Cool pure drinking water, Local taxes, gratuity is recommended, Kulen Ticket, Beng Mealea Ticket, driver and motorcyle helmet","Siem Reap, Cambodia"
4572,4572.0,4573.0,Beng Mealea Ruins Kho Kay Ruins Ruins Banteay Srei Ruins Sightseeing,Full-day Tours,10.6,4.9,10.0,155.0,Japanese-speaking guide/private car,"Siem Reap, Cambodia"
4573,4573.0,4574.0,"Private Tour Angkor Wat, 4 Day Tour - National Park Phnom Kulen (55Km)",Adventure Tours,10.6,5.0,96.0,358.608,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Krong Siem Reap, Cambodia"
4574,4574.0,4575.0,Preah Khan Neak Pean Pink towers private bike tour,Mountain Bike Tours,2.8,4.5,8.0,128.21,"Standard bicycle and helmet, set menu meal for lunch., Fruit snack, English speaking tour guide with license, Cold bottle of water and cold towels, Gratuity is recommended","Siem Reap, Cambodia"
4575,4575.0,4576.0,SiemReap 1day Tour,Adventure Tours,29.0,4.9,24.0,114.66000000000001,"Private transportation, English Speaking Tour Guide, Two bottle of Drinking water","Krong Siem Reap, Cambodia"
4576,4576.0,4577.0,Kbal Spean & Banteay Srei Temple Tour,Half-day Tours,29.2,5.0,6.0,57.06,"English speaking guide, Refreshment drink & cold towel, Air-conditioned vehicle","Siem Reap, Cambodia"
4577,4577.0,4578.0,Angkor Wat Small Cycle with Sunset combine tour,Full-day Tours,29.2,5.0,4.0,28.0,"Air-conditioned vehicle, Tour guide, Drinking Water, Pick up and drop off","Krong Siem Reap, Cambodia"
4578,4578.0,4579.0,Sunrise Small-Group Angkor Wat Private Tour,Bus Tours,29.0,4.9,7.0,84.054,"Bottled water, Private transportation, English guide","Siem Reap, Cambodia"
4579,4579.0,4580.0,Phnom Penh Tour of Remembrance Private Full Day Guided Tour,Full-day Tours,2.8,4.5,8.0,117.0,"Private transportation, Private Guide, Entrance Fee’s, Lunch, Coffee and/or Tea, Bottled water, Offering for Cleansing Ceremony","Phnom Penh, Cambodia"
4580,4580.0,4581.0,Oudong Mountain by Tuk Tuk/Car,Full-day Tours,2.0,4.5,7.0,90.0,"Water, Pick up and drop off, Transportation by Tuk Tuk or Car, English speaking tour guide, Snacks, Lunch","Phnom Penh, Cambodia"
4581,4581.0,4582.0,Private Tour Angkor Wat Five days Tour - Beng Mealea - National Park Phnom Kulen,Adventure Tours,6.4,5.0,120.0,429.46400000000006,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Krong Siem Reap, Cambodia"
4582,4582.0,4583.0,Private Tuk Tuk Tour of Angkor Wat and Bayon Temples,Half-day Tours,2.0,5.0,6.0,39.0,"English speaking tour guide, Private tuk tuk with driver","Krong Siem Reap, Cambodia"
4583,4583.0,4584.0,Angkor Jeep Tour with Sunset & Sunrise,Overnight Tours,14.0,5.0,48.0,179.49,"All land transportation by Private US Army Jeep, Expert Tour Guide, Mineral water and cold tissues on tour","Siem Reap, Cambodia"
4584,4584.0,4585.0,Day Trip to Beng Mealea Temple and Kampong Khleang from Siem Reap,Full-day Tours,2.0,4.5,9.0,94.36,"Hotel pickup and drop-off, All transport, All meals and drinks, English-speaking guide, All Fees and Taxes","Siem Reap, Cambodia"
4585,4585.0,4586.0,Private One Day Trip-Pyramid Temple Koh Ker and Beng Mealea,Full-day Tours,1.6,4.5,9.0,76.058,"Bottled water, Professional guide, Hotel pickup and drop-off, Private tour, Fuel surcharge","Siem Reap, Cambodia"
4586,4586.0,4587.0,Grand Circuit & Banteay Srei Jeep Tour,Adventure Tours,2.0,4.9,8.0,76.93,"All land transportation by private jeep, ENGLISH speaking guide, Mineral water and cold tissues on tour, Fuel surcharge, Landing and facility fees","Siem Reap, Cambodia"
4587,4587.0,4588.0,All Major Temples and Kulen Mountant Waterfall in 3 Days,Hiking Tours,6.2,5.0,72.0,160.0,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Cool drinking waters & wet towels, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Siem Reap, Cambodia"
4588,4588.0,4589.0,Tuk Tuk Tour One Day to Angkor Wat with Sunset,Adventure Tours,1.8,4.5,7.0,63.858000000000004,"Experienced & safe driver, Free cool & cool towels during touring, All local applicable taxes, Professional English Tour Guide","Krong Siem Reap, Cambodia"
4589,4589.0,4590.0,Outside Angkor Tour - Banteay Srei and Beng Mealea ( Jungle Temple),Full-day Tours,1.8,4.5,7.0,80.0,"All Local Applicable Taxes, Hotel Pick Up & Drop off, Cold Water during tour, Professional English Speaking Tour Guide","Krong Siem Reap, Cambodia"
4590,4590.0,4591.0,3-Day Cycling Tour In Siem Reap Angkor,Mountain Bike Tours,10.2,5.0,72.0,525.65,"Mountain Bike, Lunch, Professional guide, Hotel pickup and drop-off, Transport by air-conditioned minivan/car backup if you need., Cold towel and cold water during the tour","Siem Reap, Cambodia"
4591,4591.0,4592.0,2-Day Highlights of Siem Reap & Angkor Complex,Overnight Tours,11.8,5.0,48.0,217.44,"Accommodation in Double/Twin shared with daily breakfast, Breakfast, Dinner, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle","Krong Siem Reap, Cambodia"
4592,4592.0,4593.0,2 Days Angkor Wat Tranquility Tour,Overnight Tours,4.0,5.0,48.0,105.77,"English speaking guide, transportation ( AC car or minivan or minibus, bottles of drinking water, sunrise and sunset.","Siem Reap, Cambodia"
4593,4593.0,4594.0,8 Days SMALL GROUP Departure Phnom Penh to Battambang & Siem Reap,Multi-day Tours,9.4,5.0,182.0,1430.77,"Dinner, Stay 2 nights stay at the La Rose Suite Boutique Hotel in Phnom Penh, Stay 2 nights stay at the Battambang Resort in Battambang, Stay 3 nights stay at the Borei Angkor Resort & Spa in Siem Reap, Private transportation by modern air-conditioned vehicle, Professional Licensed English Speaking guide, Sightseeing as specified in the itinerary including entrance fees, Boat cruise as specified in the programmed, 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge, Included admission fee to visit the Royal Palace $10.00 person, Included admission fee to visit the National Museum $10.00 person, Included admission fee to visit the Choeung Ek Genocidal Center $5.00 person, Included admission fee to visit the Tuol Sleng Genocide Museum $5.00 person, Included admission fee to visit the Wat Phnom Temple $1.00 person, Included admission fee to visit the temples in Angkor Archaeological Park three-day ticket $62.00, Breakfast (7), Lunch (5)","Phnom Penh, Cambodia"
4594,4594.0,4595.0,Phnom Penh-Battambang-Siemreap Bus-tickets & Tour,Multi-day Tours,2.0,5.0,48.0,55.0,"Breakfast, Dinner, Homestay, Driver/guide, Pickup, Drop-off, Air-conditioned vehicle","Phnom Penh, Cambodia"
4595,4595.0,4596.0,Angkor Wat Private Tour-Full Day,Full-day Tours,28.8,5.0,8.0,29.0,"Bottle of water, English Speaking Tour Guide, Hotel Pick-up and Drop-off, Tuk Tuk","Krong Siem Reap, Cambodia"
4596,4596.0,4597.0,Phnom Penh Private 3-Day Tour Udong Hill and Sunset Cruise,Multi-day Tours,3.8,5.0,72.0,205.28400000000002,"Private English Speaking Tour Guide, Private Transportation with A/C, Pure Drinking Water, Sunset Boat Fee","Phnom Penh, Cambodia"
4597,4597.0,4598.0,1day- Vip Tour+tonle Sap Lake,Full-day Tours,1.8,4.5,8.0,64.988,"Air-conditioned vehicle, English speaking tour guide, All Fees and Taxes, Bottled water, Cold towel","Krong Siem Reap, Cambodia"
4598,4598.0,4599.0,Private Full day Angkor Sunset by Bike,Mountain Bike Tours,1.8,4.5,10.0,76.93,"English speaking guide with license, better bicycles, Fruit snack., Set menu food for lunch., Cool pure drinking water, Local taxes, Private tour, All parking fees, Gratuity is recommended","Krong Siem Reap, Cambodia"
4599,4599.0,4600.0,Private Angkor Wat Sunrise Bayon Ta Prohm by bike,Mountain Bike Tours,1.8,4.5,10.0,76.93,"Professional English speaking guide with license, Standard bicycles, Cool pure drinking water, Gratuity is recommended, Fruit Snacks, Tuk tuk is following up","Siem Reap, Cambodia"
4600,4600.0,4601.0,"Local village homestay (2 days and 1 night, with Japanese guide & private car)",Overnight Tours,7.0,4.9,48.0,180.0,"Japanese guide, private car, morning and night, homestay","Krong Siem Reap, Cambodia"
4601,4601.0,4602.0,Tuk Tuk Happy Tour 2 Day to Angkor Wat,Multi-day Tours,6.4,5.0,48.0,147.54000000000002,"Private Tour with Tuk Tuk ( Remork), Free cool & cool towels during touring, All local applicable taxes, English Speaking Tour Guide 1 Day","Krong Siem Reap, Cambodia"
4602,4602.0,4603.0,Banteay Srei and Banteay Samre Tour,Half-day Tours,2.4,4.5,5.0,123.08,"Tour and transfer by air-conditioned vehicle, English speaking guide, All Fees and Taxes, Bottled water","Siem Reap, Cambodia"
4603,4603.0,4604.0,Golden Temples with Sunset - Small Group,Full-day Tours,3.6,5.0,11.0,19.0,"Experienced licensed English Speaking Tour Guide, Pickup and drop off from hotel, Air-con Vehicle, Mineral Water, Local tax","Siem Reap, Cambodia"
4604,4604.0,4605.0,Private Phnom Penh Icons City Tour,Full-day Tours,2.0,3.0,8.0,111.16,"Bottled water, Lunch, Coffee and/or Tea, Transport of your choice and driver, Professional guide, Private tour, Hotel pickup and drop-off","Phnom Penh, Cambodia"
4605,4605.0,4606.0,2-Day Temple visit and Floating village from Siem Reap,Multi-day Tours,2.0,5.0,48.0,139.776,"Private Air conditioned Car, English Speaking guide, Cold water during the tour","Siem Reap, Cambodia"
4606,4606.0,4607.0,Angkor Thom Scavenger Hunt,Self-guided Tours,5.4,4.4,3.0,133.9,"Local English speaking guide, Tours and transfers as mentioned by private local remok (tuk tuk), 1-day Angkor pass USD37, Bottled water","Phnom Penh, Cambodia"
4607,4607.0,4608.0,Siem Reap Angkor Sunrise sunset Kulen 5 Days Private Tour,Multi-day Tours,4.8,5.0,120.0,479.49,"English speaking tour guide, Car / Van with air-conditioning and TuK Tuk, Cool pure drinking water and towels, Gratuity is recommended, pick up and transfer from air port and hotel","Siem Reap, Cambodia"
4608,4608.0,4609.0,Full-Day Countryside Cycling Tour from Siem Reap,Mountain Bike Tours,4.6,4.5,6.0,102.57,"Bicycle Hire, English Speaking Tour Guide, Transport","Siem Reap, Cambodia"
4609,4609.0,4610.0,ATV Sunset and Cooking Class,Adventure Tours,2.0,5.0,5.0,92.31,"Water and fresh towel after the tour, Driver/Instructor, Guided visit of local Market, Helmet, Face mask and Rain coat ( in case of rain), Hotel pickup, Hotel pickup and drop-off ( in the city of Siem Reap only), Private tour, Lunch","Krong Siem Reap, Cambodia"
4610,4610.0,4611.0,Private Preah Vihear and Koh Ker Exploration Tour,Full-day Tours,6.4,4.4,6.0,144.14,"Transport, English-Speaking Tour Guide, Cool Towels and Water","Siem Reap, Cambodia"
4611,4611.0,4612.0,7-day highlights of Siem Reap Angkor Complex & Phnom Penh,Multi-day Tours,4.2,5.0,168.0,845.13,"Accommodation in Double/Twin shared with daily breakfast, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle, Dinner (2), Lunch (4), Breakfast (6)","Krong Siem Reap, Cambodia"
4612,4612.0,4613.0,8-day Phnom Penh Siem Reap Angkor temples Floating village,Multi-day Tours,4.2,5.0,182.0,1070.77,"Air-conditioned vehicle, Accommodation in Double/Twin shared with daily breakfast, Entrance fees as mentioned in the program, English-speaking tour guide (other languages available upon request), Water during transfer, Boat trip in Tonle Sap, Breakfast (7), Lunch (5), Dinner (2)","Siem Reap, Cambodia"
4613,4613.0,4614.0,"Angkor Wat Small Circuit - Sunrise -Angkor Wat,Bayon & Ta Prohm temple",Mountain Bike Tours,1.0,5.0,7.0,48.0,"Cold water & cold towel, Hotel Pick Up & Drop Off, Air-conditioned vehicle, English Speaking Tour Guide","Krong Siem Reap, Cambodia"
4614,4614.0,4615.0,Traditional Water Blessing from Monk,Private and Luxury,6.8,5.0,1.0,46.16,"Return transfer by Remork (Tuk Tuk) from/to your hotel in town, English speaking guide, Small donation to monk for giving water blessing","Siem Reap, Cambodia"
4615,4615.0,4616.0,Private Tour Angkor Wat 3 Days - Banteay Srey (37Km) - Beng Mealea (75Km),Multi-day Tours,10.0,5.0,72.0,197.934,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Krong Siem Reap, Cambodia"
4616,4616.0,4617.0,"3-Day Angkor, Lake-side Village & Roluos Temples Tour",Multi-day Tours,1.0,5.0,72.0,140.67,"Private transportation, Air-conditioned vehicle, Hotel pickups and dropoffs, Fee for motorised boat, Cold bottled water, Cold Towels","Svay Dangkum, Cambodia"
4617,4617.0,4618.0,Angkor Wat Sunrise Small Tours -Join-in Small Group,Half-day Tours,6.8,5.0,6.0,20.0,"Transportation at your choice TukTuk/Car/Minivan, Cold water & local snack during tour, Professional English speaking guide","Krong Siem Reap, Cambodia"
4618,4618.0,4619.0,Quad Bike Ride Explore the Countryside,Adventure Tours,6.8,5.0,1.0,29.0,"Quad Bike Ridding, Helmet, Hotel pick-up & drop off, Cold water","Krong Siem Reap, Cambodia"
4619,4619.0,4620.0,Angkor Discovery by Scooter,Full-day Tours,6.8,5.0,8.0,45.0,"English speaking guide, Pickup & drop-off by scooter & drivers, Drinking water","Siem Reap, Cambodia"
4620,4620.0,4621.0,Phnom Penh - The Best City tour full day - Private tour,Private Sightseeing Tours,6.8,4.6,24.0,108.72,"Tours as mentioned and air-conditioned transfers, Sightseeing and permit fees during guided times, Expert English-speaking local guide, Bottle of water, Bottled water","Phnom Penh, Cambodia"
4621,4621.0,4622.0,Beng Mealea and Banteay Srei Tour,Full-day Tours,14.8,5.0,9.0,74.81,"Air-conditioned vehicle, Cool water and towels, Experienced English speaking local guide, Pick up / drop off from / at your hotel","Siem Reap, Cambodia"
4622,4622.0,4623.0,"Angkor Heritage Tours, Siem Reap Angkor Wat",Mountain Bike Tours,5.0,5.0,96.0,510.0,Air-conditioned vehicle,"Krong Siem Reap, Cambodia"
4623,4623.0,4624.0,Angkor Wat Sunrise Tour One Day With Lunch And Massage (1h Each),Full-day Tours,14.8,5.0,6.0,73.56,"Local English Speaking Tour Guide, Lunch, Cold Water, Car Driver, Bodia Classic 60 Min Massage","Svay Dangkum, Cambodia"
4624,4624.0,4625.0,Siem Reap Scooter Rental ( Own Drive),Half-day Tours,16.8,5.0,6.0,20.0,"Round trip by scooter, Siem Reap Map, Cold Water during trip","Siem Reap Province, Cambodia"
4625,4625.0,4626.0,Phnom Kulen Sacred Mountain by Jeep from Siem Reap,Full-day Tours,8.0,4.5,9.0,165.0,"Professional english speaking guide, Transport by vintage jeep, Driver, Lunch, Bottled water, Snacks, Entrance fee Phnom Kulen","Siem Reap, Cambodia"
4626,4626.0,4627.0,Fun Quadbike Sunset Tour,Self-guided Tours,6.8,5.0,1.0,38.98,"Quad bike ride, English speaking guide to lead the ride, Return transfer from/to your hotel in town","Siem Reap, Cambodia"
4627,4627.0,4628.0,Exclusive Private Sunrise Tour of Angkor Wat with Champagne Breakfast,Full-day Tours,2.0,4.5,8.0,179.0,"Experienced English Speaking Tour Guide, Special Breakfast on the boat with Champagne, American or Continental breakfast, Alcoholic Beverages, Hotel pickup and drop-off, Travel by air-con vehicle","Siem Reap, Cambodia"
4628,4628.0,4629.0,Private Car From Phnom Penh to Siem Reap,Bus Services,14.6,5.0,5.0,65.0,"1 Time Break (more stops on request), All toll fees, Good car with good air conditioned, Hotel pickup and drop-off from hotel only (if airport surcharge 15USD per car), Local taxes, Professional driver","Phnom Penh, Cambodia"
4629,4629.0,4630.0,3-Day private Tour of Siem Reap with Pick Up,Multi-day Tours,1.0,5.0,72.0,70.0,"English Speaking Tour Guide, Private air-conditioned vehicle, Bottled water","Siem Reap, Cambodia"
4630,4630.0,4631.0,Phnom Penh 2-Day Tour,Mountain Bike Tours,1.0,5.0,48.0,144.0,"English Speaking Tour Guide, Transportation: Car, Van with A/C., Cold pure drinking water and cold towel during temple trip., Free pick up in the Phnom Penh area.","Phnom Penh, Cambodia"
4631,4631.0,4632.0,Temples Discovery by Bike Full-Day private Tour,Full-day Tours,16.8,5.0,8.0,36.0,"English Speaking Tour Guide, Bike (Giant or Trekking), Bottled water","Siem Reap, Cambodia"
4632,4632.0,4633.0,Two Days Angkor Wat Bayon Ta Prohm plus Banteay Srei,Overnight Tours,10.0,5.0,48.0,125.0,"Local English Speaking Tour guide, Air-Conditioned Car, Drinking Water and Cold Towels, Hotel Pickup and Drop Off, 50% of the profits we will make with your booking will go directly to support the local disadvantaged communities","Siem Reap, Cambodia"
4633,4633.0,4634.0,Jet Leg Release Massage,Health Tours,1.0,5.0,2.0,46.16,"90 hour massage treatment, include Welcome drink, foot washing and snack","Phnom Penh, Cambodia"
4634,4634.0,4635.0,Bike Tour to Visit Angkor Wat including Lunch,Mountain Bike Tours,14.6,5.0,8.0,65.0,"Professional English tour guide, Use of bicycle and safety equipment, 1 Lunch & Drinks on your own account, Bottled water, Snacks, All local applicable taxes","Krong Siem Reap, Cambodia"
4635,4635.0,4636.0,Angkor Wat Private Transport,Hiking Tours,16.8,5.0,8.0,47.105999999999995,"Hotel pick-up and drop-off, English-speaking driver, Transport by air-conditioned Car or Minivan, Bottled water and cool towel","Siem Reap, Cambodia"
4636,4636.0,4637.0,Siem Reap International Airport Plaza Premium Lounge,Airport Lounges,12.0,5.0,3.0,37.08,"3 hours in the premium lounge, Unlimited beer, wine and soft drinks, Snacks, Light refreshments, Wi-fi, Breakfast, Lunch, Dinner, Bottled water, Coffee and/or Tea","Krong Siem Reap, Cambodia"
4637,4637.0,4638.0,Private Koh Ker & Beng Mealea Full-Day Tour (by A/C Vehicles),Full-day Tours,13.0,5.0,10.0,83.44800000000001,"Cold towels & Bottled water, Hotel pickup (8:30am), Travel by chosen air-conditioned vehicle & friendly driver, Hotel Drop-off (around 6pm), First Aid Kit","Svay Dangkum, Cambodia"
4638,4638.0,4639.0,3 Days Tour(City Tour & Temples),Multi-day Tours,5.4,5.0,72.0,115.0,"Pick up & Drop off from your hotel, English speaking tour guide, Cool Towel, Cool bottle water, Air-conditioned vehicle","Phnom Penh, Cambodia"
4639,4639.0,4640.0,Full-Day Private Tour of Angkor Wat with Pick Up,Adventure Tours,7.0,5.0,9.0,85.47999999999999,"- Toyota Hilander A/C, - Professional tour guide, - Cold water & Towels daily","Siem Reap, Cambodia"
4640,4640.0,4641.0,Cycling Tour to Local village and Local market in Siem Reap,Mountain Bike Tours,14.6,5.0,4.0,51.29,"A bicycle, A soft drink or a coconut water and drinking water, Local expert English Speaking tour guide","Siem Reap, Cambodia"
